"","POSTCODE","Year","population"
"33875",3902,2013,7599
"33876",3902,2014,7695
"33877",3902,2015,7781
"33878",3902,2016,7902
"33879",3903,1991,7036
"33880",3903,1992,7250
"33881",3903,1993,7436
"33882",3903,1994,7601
"33883",3903,1995,7747
"33884",3903,1996,7878
"33885",3903,1997,7944
"33886",3903,1998,8029
"33887",3903,1999,8125
"33888",3903,2000,8223
"33889",3903,2001,8284
"33890",3903,2002,8387
"33891",3903,2003,8426
"33892",3903,2004,8525
"33893",3903,2005,8611
"33894",3903,2006,8701
"33895",3903,2007,8827
"33896",3903,2008,9004
"33897",3903,2009,9193
"33898",3903,2010,9366
"33899",3903,2011,9549
"33900",3903,2012,9669
"33901",3903,2013,9759
"33902",3903,2014,9810
"33903",3903,2015,9860
"33904",3903,2016,9950
"33905",3904,1991,7050
"33906",3904,1992,7269
"33907",3904,1993,7459
"33908",3904,1994,7627
"33909",3904,1995,7777
"33910",3904,1996,7911
"33911",3904,1997,7979
"33912",3904,1998,8068
"33913",3904,1999,8170
"33914",3904,2000,8277
"33915",3904,2001,8343
"33916",3904,2002,8447
"33917",3904,2003,8486
"33918",3904,2004,8585
"33919",3904,2005,8669
"33920",3904,2006,8759
"33921",3904,2007,8891
"33922",3904,2008,9076
"33923",3904,2009,9272
"33924",3904,2010,9453
"33925",3904,2011,9642
"33926",3904,2012,9762
"33927",3904,2013,9852
"33928",3904,2014,9901
"33929",3904,2015,9949
"33930",3904,2016,10038
"33931",3909,1991,7078
"33932",3909,1992,7285
"33933",3909,1993,7465
"33934",3909,1994,7623
"33935",3909,1995,7764
"33936",3909,1996,7891
"33937",3909,1997,7955
"33938",3909,1998,8039
"33939",3909,1999,8134
"33940",3909,2000,8236
"33941",3909,2001,8298
"33942",3909,2002,8397
"33943",3909,2003,8432
"33944",3909,2004,8528
"33945",3909,2005,8608
"33946",3909,2006,8694
"33947",3909,2007,8820
"33948",3909,2008,8999
"33949",3909,2009,9187
"33950",3909,2010,9362
"33951",3909,2011,9544
"33952",3909,2012,9658
"33953",3909,2013,9743
"33954",3909,2014,9788
"33955",3909,2015,9831
"33956",3909,2016,9916
"33957",3910,1991,13316
"33958",3910,1992,14212
"33959",3910,1993,14715
"33960",3910,1994,15165
"33961",3910,1995,15708
"33962",3910,1996,16129
"33963",3910,1997,16541
"33964",3910,1998,16911
"33965",3910,1999,17408
"33966",3910,2000,18098
"33967",3910,2001,18750
"33968",3910,2002,19188
"33969",3910,2003,19723
"33970",3910,2004,20388
"33971",3910,2005,21036
"33972",3910,2006,21236
"33973",3910,2007,21638
"33974",3910,2008,22222
"33975",3910,2009,22770
"33976",3910,2010,23095
"33977",3910,2011,23163
"33978",3910,2012,23385
"33979",3910,2013,23649
"33980",3910,2014,24015
"33981",3910,2015,24357
"33982",3910,2016,24694
"33983",3911,1991,13643
"33984",3911,1992,14171
"33985",3911,1993,14538
"33986",3911,1994,14884
"33987",3911,1995,15204
"33988",3911,1996,15501
"33989",3911,1997,15868
"33990",3911,1998,16183
"33991",3911,1999,16492
"33992",3911,2000,16827
"33993",3911,2001,17296
"33994",3911,2002,17622
"33995",3911,2003,17907
"33996",3911,2004,18169
"33997",3911,2005,18430
"33998",3911,2006,18579
"33999",3911,2007,18772
"34000",3911,2008,19161
"34001",3911,2009,19578
"34002",3911,2010,19720
"34003",3911,2011,19717
"34004",3911,2012,19895
"34005",3911,2013,20082
"34006",3911,2014,20389
"34007",3911,2015,20638
"34008",3911,2016,20881
"34009",3912,1991,12067
"34010",3912,1992,12319
"34011",3912,1993,12520
"34012",3912,1994,12701
"34013",3912,1995,12825
"34014",3912,1996,12994
"34015",3912,1997,13286
"34016",3912,1998,13544
"34017",3912,1999,13723
"34018",3912,2000,13853
"34019",3912,2001,14155
"34020",3912,2002,14382
"34021",3912,2003,14534
"34022",3912,2004,14603
"34023",3912,2005,14702
"34024",3912,2006,14803
"34025",3912,2007,14862
"34026",3912,2008,15076
"34027",3912,2009,15343
"34028",3912,2010,15391
"34029",3912,2011,15381
"34030",3912,2012,15500
"34031",3912,2013,15619
"34032",3912,2014,15842
"34033",3912,2015,16013
"34034",3912,2016,16192
"34035",3913,1991,13814
"34036",3913,1992,14150
"34037",3913,1993,14444
"34038",3913,1994,14735
"34039",3913,1995,14938
"34040",3913,1996,15170
"34041",3913,1997,15515
"34042",3913,1998,15801
"34043",3913,1999,16011
"34044",3913,2000,16158
"34045",3913,2001,16532
"34046",3913,2002,16799
"34047",3913,2003,16954
"34048",3913,2004,17004
"34049",3913,2005,17061
"34050",3913,2006,17184
"34051",3913,2007,17266
"34052",3913,2008,17553
"34053",3913,2009,17900
"34054",3913,2010,17948
"34055",3913,2011,17907
"34056",3913,2012,18062
"34057",3913,2013,18209
"34058",3913,2014,18485
"34059",3913,2015,18685
"34060",3913,2016,18878
"34061",3915,1991,15298
"34062",3915,1992,15565
"34063",3915,1993,15731
"34064",3915,1994,15913
"34065",3915,1995,16017
"34066",3915,1996,16336
"34067",3915,1997,16525
"34068",3915,1998,16724
"34069",3915,1999,16869
"34070",3915,2000,17059
"34071",3915,2001,17375
"34072",3915,2002,17495
"34073",3915,2003,17605
"34074",3915,2004,17716
"34075",3915,2005,17900
"34076",3915,2006,18340
"34077",3915,2007,18907
"34078",3915,2008,19452
"34079",3915,2009,19830
"34080",3915,2010,20157
"34081",3915,2011,20304
"34082",3915,2012,20695
"34083",3915,2013,21064
"34084",3915,2014,21501
"34085",3915,2015,21881
"34086",3915,2016,22197
"34087",3916,1991,4524
"34088",3916,1992,4620
"34089",3916,1993,4741
"34090",3916,1994,4834
"34091",3916,1995,4954
"34092",3916,1996,5099
"34093",3916,1997,5232
"34094",3916,1998,5348
"34095",3916,1999,5471
"34096",3916,2000,5633
"34097",3916,2001,5811
"34098",3916,2002,5865
"34099",3916,2003,5904
"34100",3916,2004,5894
"34101",3916,2005,5901
"34102",3916,2006,5961
"34103",3916,2007,5827
"34104",3916,2008,5754
"34105",3916,2009,5725
"34106",3916,2010,5668
"34107",3916,2011,5578
"34108",3916,2012,5576
"34109",3916,2013,5580
"34110",3916,2014,5586
"34111",3916,2015,5604
"34112",3916,2016,5642
"34113",3918,1991,15723
"34114",3918,1992,15997
"34115",3918,1993,16165
"34116",3918,1994,16350
"34117",3918,1995,16454
"34118",3918,1996,16779
"34119",3918,1997,16971
"34120",3918,1998,17173
"34121",3918,1999,17319
"34122",3918,2000,17510
"34123",3918,2001,17831
"34124",3918,2002,17954
"34125",3918,2003,18067
"34126",3918,2004,18183
"34127",3918,2005,18374
"34128",3918,2006,18829
"34129",3918,2007,19424
"34130",3918,2008,19992
"34131",3918,2009,20388
"34132",3918,2010,20729
"34133",3918,2011,20885
"34134",3918,2012,21292
"34135",3918,2013,21675
"34136",3918,2014,22130
"34137",3918,2015,22524
"34138",3918,2016,22851
"34139",3919,1991,15723
"34140",3919,1992,15997
"34141",3919,1993,16165
"34142",3919,1994,16350
"34143",3919,1995,16454
"34144",3919,1996,16779
"34145",3919,1997,16971
"34146",3919,1998,17173
"34147",3919,1999,17319
"34148",3919,2000,17510
"34149",3919,2001,17831
"34150",3919,2002,17954
"34151",3919,2003,18067
"34152",3919,2004,18183
"34153",3919,2005,18374
"34154",3919,2006,18829
"34155",3919,2007,19424
"34156",3919,2008,19992
"34157",3919,2009,20388
"34158",3919,2010,20729
"34159",3919,2011,20885
"34160",3919,2012,21292
"34161",3919,2013,21675
"34162",3919,2014,22130
"34163",3919,2015,22524
"34164",3919,2016,22851
"34165",3920,1991,15723
"34166",3920,1992,15997
"34167",3920,1993,16165
"34168",3920,1994,16350
"34169",3920,1995,16454
"34170",3920,1996,16779
"34171",3920,1997,16971
"34172",3920,1998,17173
"34173",3920,1999,17319
"34174",3920,2000,17510
"34175",3920,2001,17831
"34176",3920,2002,17954
"34177",3920,2003,18067
"34178",3920,2004,18183
"34179",3920,2005,18374
"34180",3920,2006,18829
"34181",3920,2007,19424
"34182",3920,2008,19992
"34183",3920,2009,20388
"34184",3920,2010,20729
"34185",3920,2011,20885
"34186",3920,2012,21292
"34187",3920,2013,21675
"34188",3920,2014,22130
"34189",3920,2015,22524
"34190",3920,2016,22851
"34191",3921,1991,75
"34192",3921,1992,74
"34193",3921,1993,73
"34194",3921,1994,72
"34195",3921,1995,71
"34196",3921,1996,70
"34197",3921,1997,75
"34198",3921,1998,80
"34199",3921,1999,85
"34200",3921,2000,89
"34201",3921,2001,90
"34202",3921,2002,91
"34203",3921,2003,92
"34204",3921,2004,91
"34205",3921,2005,92
"34206",3921,2006,92
"34207",3921,2007,96
"34208",3921,2008,101
"34209",3921,2009,104
"34210",3921,2010,108
"34211",3921,2011,113
"34212",3921,2012,113
"34213",3921,2013,113
"34214",3921,2014,114
"34215",3921,2015,114
"34216",3921,2016,114
"34217",3922,1991,5260
"34218",3922,1992,5453
"34219",3922,1993,5602
"34220",3922,1994,5745
"34221",3922,1995,5855
"34222",3922,1996,6005
"34223",3922,1997,6230
"34224",3922,1998,6463
"34225",3922,1999,6700
"34226",3922,2000,7021
"34227",3922,2001,7361
"34228",3922,2002,7585
"34229",3922,2003,7838
"34230",3922,2004,7967
"34231",3922,2005,8260
"34232",3922,2006,8303
"34233",3922,2007,8573
"34234",3922,2008,8880
"34235",3922,2009,9193
"34236",3922,2010,9500
"34237",3922,2011,9657
"34238",3922,2012,9802
"34239",3922,2013,9946
"34240",3922,2014,10104
"34241",3922,2015,10334
"34242",3922,2016,10686
"34243",3923,1991,5260
"34244",3923,1992,5453
"34245",3923,1993,5602
"34246",3923,1994,5745
"34247",3923,1995,5855
"34248",3923,1996,6005
"34249",3923,1997,6230
"34250",3923,1998,6463
"34251",3923,1999,6700
"34252",3923,2000,7021
"34253",3923,2001,7361
"34254",3923,2002,7585
"34255",3923,2003,7838
"34256",3923,2004,7967
"34257",3923,2005,8260
"34258",3923,2006,8303
"34259",3923,2007,8573
"34260",3923,2008,8880
"34261",3923,2009,9193
"34262",3923,2010,9500
"34263",3923,2011,9657
"34264",3923,2012,9802
"34265",3923,2013,9946
"34266",3923,2014,10104
"34267",3923,2015,10334
"34268",3923,2016,10686
"34269",3925,1991,8903
"34270",3925,1992,9017
"34271",3925,1993,9104
"34272",3925,1994,9191
"34273",3925,1995,9256
"34274",3925,1996,9358
"34275",3925,1997,9565
"34276",3925,1998,9816
"34277",3925,1999,10150
"34278",3925,2000,10641
"34279",3925,2001,11039
"34280",3925,2002,11238
"34281",3925,2003,11455
"34282",3925,2004,11596
"34283",3925,2005,11833
"34284",3925,2006,11899
"34285",3925,2007,12159
"34286",3925,2008,12460
"34287",3925,2009,12760
"34288",3925,2010,13178
"34289",3925,2011,13497
"34290",3925,2012,13735
"34291",3925,2013,13964
"34292",3925,2014,14218
"34293",3925,2015,14519
"34294",3925,2016,14938
"34295",3926,1991,14197
"34296",3926,1992,14446
"34297",3926,1993,14609
"34298",3926,1994,14781
"34299",3926,1995,14887
"34300",3926,1996,15188
"34301",3926,1997,15372
"34302",3926,1998,15562
"34303",3926,1999,15704
"34304",3926,2000,15891
"34305",3926,2001,16194
"34306",3926,2002,16307
"34307",3926,2003,16409
"34308",3926,2004,16509
"34309",3926,2005,16675
"34310",3926,2006,17076
"34311",3926,2007,17572
"34312",3926,2008,18052
"34313",3926,2009,18390
"34314",3926,2010,18677
"34315",3926,2011,18799
"34316",3926,2012,19151
"34317",3926,2013,19482
"34318",3926,2014,19876
"34319",3926,2015,20219
"34320",3926,2016,20507
"34321",3927,1991,15723
"34322",3927,1992,15997
"34323",3927,1993,16165
"34324",3927,1994,16350
"34325",3927,1995,16454
"34326",3927,1996,16779
"34327",3927,1997,16971
"34328",3927,1998,17173
"34329",3927,1999,17319
"34330",3927,2000,17510
"34331",3927,2001,17831
"34332",3927,2002,17954
"34333",3927,2003,18067
"34334",3927,2004,18183
"34335",3927,2005,18374
"34336",3927,2006,18829
"34337",3927,2007,19424
"34338",3927,2008,19992
"34339",3927,2009,20388
"34340",3927,2010,20729
"34341",3927,2011,20885
"34342",3927,2012,21292
"34343",3927,2013,21675
"34344",3927,2014,22130
"34345",3927,2015,22524
"34346",3927,2016,22851
"34347",3928,1991,4524
"34348",3928,1992,4620
"34349",3928,1993,4741
"34350",3928,1994,4834
"34351",3928,1995,4954
"34352",3928,1996,5099
"34353",3928,1997,5232
"34354",3928,1998,5348
"34355",3928,1999,5471
"34356",3928,2000,5633
"34357",3928,2001,5811
"34358",3928,2002,5865
"34359",3928,2003,5904
"34360",3928,2004,5894
"34361",3928,2005,5901
"34362",3928,2006,5961
"34363",3928,2007,5827
"34364",3928,2008,5754
"34365",3928,2009,5725
"34366",3928,2010,5668
"34367",3928,2011,5578
"34368",3928,2012,5576
"34369",3928,2013,5580
"34370",3928,2014,5586
"34371",3928,2015,5604
"34372",3928,2016,5642
"34373",3929,1991,4524
"34374",3929,1992,4620
"34375",3929,1993,4741
"34376",3929,1994,4834
"34377",3929,1995,4954
"34378",3929,1996,5099
"34379",3929,1997,5232
"34380",3929,1998,5348
"34381",3929,1999,5471
"34382",3929,2000,5633
"34383",3929,2001,5811
"34384",3929,2002,5865
"34385",3929,2003,5904
"34386",3929,2004,5894
"34387",3929,2005,5901
"34388",3929,2006,5961
"34389",3929,2007,5827
"34390",3929,2008,5754
"34391",3929,2009,5725
"34392",3929,2010,5668
"34393",3929,2011,5578
"34394",3929,2012,5576
"34395",3929,2013,5580
"34396",3929,2014,5586
"34397",3929,2015,5604
"34398",3929,2016,5642
"34399",3930,1991,16683
"34400",3930,1992,16643
"34401",3930,1993,16522
"34402",3930,1994,16463
"34403",3930,1995,16415
"34404",3930,1996,16437
"34405",3930,1997,16619
"34406",3930,1998,16747
"34407",3930,1999,16826
"34408",3930,2000,16926
"34409",3930,2001,17056
"34410",3930,2002,17046
"34411",3930,2003,17059
"34412",3930,2004,17077
"34413",3930,2005,17102
"34414",3930,2006,17094
"34415",3930,2007,17227
"34416",3930,2008,17370
"34417",3930,2009,17626
"34418",3930,2010,17824
"34419",3930,2011,17942
"34420",3930,2012,18087
"34421",3930,2013,18210
"34422",3930,2014,18342
"34423",3930,2015,18471
"34424",3930,2016,18696
"34425",3931,1991,15077
"34426",3931,1992,15272
"34427",3931,1993,15385
"34428",3931,1994,15523
"34429",3931,1995,15778
"34430",3931,1996,16134
"34431",3931,1997,16565
"34432",3931,1998,17077
"34433",3931,1999,17606
"34434",3931,2000,18405
"34435",3931,2001,19118
"34436",3931,2002,19952
"34437",3931,2003,20347
"34438",3931,2004,20762
"34439",3931,2005,21151
"34440",3931,2006,21497
"34441",3931,2007,21966
"34442",3931,2008,22460
"34443",3931,2009,22854
"34444",3931,2010,23164
"34445",3931,2011,23224
"34446",3931,2012,23541
"34447",3931,2013,23942
"34448",3931,2014,24269
"34449",3931,2015,24633
"34450",3931,2016,25030
"34451",3933,1991,13814
"34452",3933,1992,14150
"34453",3933,1993,14444
"34454",3933,1994,14735
"34455",3933,1995,14938
"34456",3933,1996,15170
"34457",3933,1997,15515
"34458",3933,1998,15801
"34459",3933,1999,16011
"34460",3933,2000,16158
"34461",3933,2001,16532
"34462",3933,2002,16799
"34463",3933,2003,16954
"34464",3933,2004,17004
"34465",3933,2005,17061
"34466",3933,2006,17184
"34467",3933,2007,17266
"34468",3933,2008,17553
"34469",3933,2009,17900
"34470",3933,2010,17948
"34471",3933,2011,17907
"34472",3933,2012,18062
"34473",3933,2013,18209
"34474",3933,2014,18485
"34475",3933,2015,18685
"34476",3933,2016,18878
"34477",3934,1991,7757
"34478",3934,1992,8216
"34479",3934,1993,8479
"34480",3934,1994,8748
"34481",3934,1995,9296
"34482",3934,1996,9586
"34483",3934,1997,10077
"34484",3934,1998,10648
"34485",3934,1999,11215
"34486",3934,2000,11837
"34487",3934,2001,12493
"34488",3934,2002,13089
"34489",3934,2003,13741
"34490",3934,2004,14265
"34491",3934,2005,14781
"34492",3934,2006,15245
"34493",3934,2007,15805
"34494",3934,2008,16332
"34495",3934,2009,16869
"34496",3934,2010,17332
"34497",3934,2011,17581
"34498",3934,2012,18133
"34499",3934,2013,18465
"34500",3934,2014,18881
"34501",3934,2015,19071
"34502",3934,2016,19365
"34503",3936,1991,6349
"34504",3936,1992,6398
"34505",3936,1993,6429
"34506",3936,1994,6503
"34507",3936,1995,6585
"34508",3936,1996,6698
"34509",3936,1997,6927
"34510",3936,1998,7209
"34511",3936,1999,7608
"34512",3936,2000,8083
"34513",3936,2001,8468
"34514",3936,2002,8568
"34515",3936,2003,8587
"34516",3936,2004,8597
"34517",3936,2005,8601
"34518",3936,2006,8649
"34519",3936,2007,8844
"34520",3936,2008,9068
"34521",3936,2009,9245
"34522",3936,2010,9263
"34523",3936,2011,9347
"34524",3936,2012,9599
"34525",3936,2013,9952
"34526",3936,2014,10290
"34527",3936,2015,10799
"34528",3936,2016,11467
"34529",3937,1991,4524
"34530",3937,1992,4620
"34531",3937,1993,4741
"34532",3937,1994,4834
"34533",3937,1995,4954
"34534",3937,1996,5099
"34535",3937,1997,5232
"34536",3937,1998,5348
"34537",3937,1999,5471
"34538",3937,2000,5633
"34539",3937,2001,5811
"34540",3937,2002,5865
"34541",3937,2003,5904
"34542",3937,2004,5894
"34543",3937,2005,5901
"34544",3937,2006,5961
"34545",3937,2007,5827
"34546",3937,2008,5754
"34547",3937,2009,5725
"34548",3937,2010,5668
"34549",3937,2011,5578
"34550",3937,2012,5576
"34551",3937,2013,5580
"34552",3937,2014,5586
"34553",3937,2015,5604
"34554",3937,2016,5642
"34555",3938,1991,16004
"34556",3938,1992,16059
"34557",3938,1993,16069
"34558",3938,1994,16082
"34559",3938,1995,16114
"34560",3938,1996,16262
"34561",3938,1997,16319
"34562",3938,1998,16493
"34563",3938,1999,17273
"34564",3938,2000,17925
"34565",3938,2001,18458
"34566",3938,2002,18563
"34567",3938,2003,18586
"34568",3938,2004,18472
"34569",3938,2005,18328
"34570",3938,2006,18329
"34571",3938,2007,18812
"34572",3938,2008,19261
"34573",3938,2009,19761
"34574",3938,2010,19966
"34575",3938,2011,20151
"34576",3938,2012,20461
"34577",3938,2013,20749
"34578",3938,2014,21029
"34579",3938,2015,21327
"34580",3938,2016,21613
"34581",3939,1991,15309
"34582",3939,1992,15367
"34583",3939,1993,15383
"34584",3939,1994,15401
"34585",3939,1995,15439
"34586",3939,1996,15587
"34587",3939,1997,15652
"34588",3939,1998,15822
"34589",3939,1999,16547
"34590",3939,2000,17159
"34591",3939,2001,17667
"34592",3939,2002,17776
"34593",3939,2003,17804
"34594",3939,2004,17699
"34595",3939,2005,17569
"34596",3939,2006,17575
"34597",3939,2007,18012
"34598",3939,2008,18420
"34599",3939,2009,18878
"34600",3939,2010,19061
"34601",3939,2011,19227
"34602",3939,2012,19518
"34603",3939,2013,19790
"34604",3939,2014,20055
"34605",3939,2015,20335
"34606",3939,2016,20606
"34607",3940,1991,16004
"34608",3940,1992,16059
"34609",3940,1993,16069
"34610",3940,1994,16082
"34611",3940,1995,16114
"34612",3940,1996,16262
"34613",3940,1997,16319
"34614",3940,1998,16493
"34615",3940,1999,17273
"34616",3940,2000,17925
"34617",3940,2001,18458
"34618",3940,2002,18563
"34619",3940,2003,18586
"34620",3940,2004,18472
"34621",3940,2005,18328
"34622",3940,2006,18329
"34623",3940,2007,18812
"34624",3940,2008,19261
"34625",3940,2009,19761
"34626",3940,2010,19966
"34627",3940,2011,20151
"34628",3940,2012,20461
"34629",3940,2013,20749
"34630",3940,2014,21029
"34631",3940,2015,21327
"34632",3940,2016,21613
"34633",3941,1991,14484
"34634",3941,1992,14561
"34635",3941,1993,14564
"34636",3941,1994,14605
"34637",3941,1995,14668
"34638",3941,1996,14832
"34639",3941,1997,15037
"34640",3941,1998,15183
"34641",3941,1999,15268
"34642",3941,2000,15525
"34643",3941,2001,15820
"34644",3941,2002,16174
"34645",3941,2003,16388
"34646",3941,2004,16433
"34647",3941,2005,16473
"34648",3941,2006,16542
"34649",3941,2007,16583
"34650",3941,2008,16627
"34651",3941,2009,16648
"34652",3941,2010,16662
"34653",3941,2011,16670
"34654",3941,2012,16964
"34655",3941,2013,17233
"34656",3941,2014,17503
"34657",3941,2015,17731
"34658",3941,2016,17999
"34659",3942,1991,14484
"34660",3942,1992,14561
"34661",3942,1993,14564
"34662",3942,1994,14605
"34663",3942,1995,14668
"34664",3942,1996,14832
"34665",3942,1997,15037
"34666",3942,1998,15183
"34667",3942,1999,15268
"34668",3942,2000,15525
"34669",3942,2001,15820
"34670",3942,2002,16174
"34671",3942,2003,16388
"34672",3942,2004,16433
"34673",3942,2005,16473
"34674",3942,2006,16542
"34675",3942,2007,16583
"34676",3942,2008,16627
"34677",3942,2009,16648
"34678",3942,2010,16662
"34679",3942,2011,16670
"34680",3942,2012,16964
"34681",3942,2013,17233
"34682",3942,2014,17503
"34683",3942,2015,17731
"34684",3942,2016,17999
"34685",3943,1991,14484
"34686",3943,1992,14561
"34687",3943,1993,14564
"34688",3943,1994,14605
"34689",3943,1995,14668
"34690",3943,1996,14832
"34691",3943,1997,15037
"34692",3943,1998,15183
"34693",3943,1999,15268
"34694",3943,2000,15525
"34695",3943,2001,15820
"34696",3943,2002,16174
"34697",3943,2003,16388
"34698",3943,2004,16433
"34699",3943,2005,16473
"34700",3943,2006,16542
"34701",3943,2007,16583
"34702",3943,2008,16627
"34703",3943,2009,16648
"34704",3943,2010,16662
"34705",3943,2011,16670
"34706",3943,2012,16964
"34707",3943,2013,17233
"34708",3943,2014,17503
"34709",3943,2015,17731
"34710",3943,2016,17999
"34711",3944,1991,14484
"34712",3944,1992,14561
"34713",3944,1993,14564
"34714",3944,1994,14605
"34715",3944,1995,14668
"34716",3944,1996,14832
"34717",3944,1997,15037
"34718",3944,1998,15183
"34719",3944,1999,15268
"34720",3944,2000,15525
"34721",3944,2001,15820
"34722",3944,2002,16174
"34723",3944,2003,16388
"34724",3944,2004,16433
"34725",3944,2005,16473
"34726",3944,2006,16542
"34727",3944,2007,16583
"34728",3944,2008,16627
"34729",3944,2009,16648
"34730",3944,2010,16662
"34731",3944,2011,16670
"34732",3944,2012,16964
"34733",3944,2013,17233
"34734",3944,2014,17503
"34735",3944,2015,17731
"34736",3944,2016,17999
"34737",3945,1991,9689
"34738",3945,1992,9628
"34739",3945,1993,9551
"34740",3945,1994,9494
"34741",3945,1995,9459
"34742",3945,1996,9412
"34743",3945,1997,9472
"34744",3945,1998,9612
"34745",3945,1999,9805
"34746",3945,2000,10074
"34747",3945,2001,10272
"34748",3945,2002,10333
"34749",3945,2003,10413
"34750",3945,2004,10493
"34751",3945,2005,10571
"34752",3945,2006,10643
"34753",3945,2007,10763
"34754",3945,2008,10891
"34755",3945,2009,11051
"34756",3945,2010,11290
"34757",3945,2011,11564
"34758",3945,2012,11733
"34759",3945,2013,11899
"34760",3945,2014,12057
"34761",3945,2015,12218
"34762",3945,2016,12412
"34763",3946,1991,7899
"34764",3946,1992,7829
"34765",3946,1993,7736
"34766",3946,1994,7665
"34767",3946,1995,7623
"34768",3946,1996,7558
"34769",3946,1997,7581
"34770",3946,1998,7676
"34771",3946,1999,7772
"34772",3946,2000,7877
"34773",3946,2001,7981
"34774",3946,2002,8013
"34775",3946,2003,8070
"34776",3946,2004,8125
"34777",3946,2005,8185
"34778",3946,2006,8246
"34779",3946,2007,8328
"34780",3946,2008,8406
"34781",3946,2009,8528
"34782",3946,2010,8650
"34783",3946,2011,8819
"34784",3946,2012,8915
"34785",3946,2013,9015
"34786",3946,2014,9088
"34787",3946,2015,9167
"34788",3946,2016,9253
"34789",3950,1991,7905
"34790",3950,1992,7835
"34791",3950,1993,7743
"34792",3950,1994,7672
"34793",3950,1995,7630
"34794",3950,1996,7565
"34795",3950,1997,7588
"34796",3950,1998,7683
"34797",3950,1999,7779
"34798",3950,2000,7883
"34799",3950,2001,7987
"34800",3950,2002,8019
"34801",3950,2003,8076
"34802",3950,2004,8131
"34803",3950,2005,8191
"34804",3950,2006,8252
"34805",3950,2007,8334
"34806",3950,2008,8412
"34807",3950,2009,8534
"34808",3950,2010,8656
"34809",3950,2011,8825
"34810",3950,2012,8921
"34811",3950,2013,9022
"34812",3950,2014,9094
"34813",3950,2015,9173
"34814",3950,2016,9260
"34815",3951,1991,7999
"34816",3951,1992,7935
"34817",3951,1993,7845
"34818",3951,1994,7778
"34819",3951,1995,7736
"34820",3951,1996,7675
"34821",3951,1997,7699
"34822",3951,1998,7790
"34823",3951,1999,7881
"34824",3951,2000,7980
"34825",3951,2001,8080
"34826",3951,2002,8111
"34827",3951,2003,8171
"34828",3951,2004,8225
"34829",3951,2005,8286
"34830",3951,2006,8343
"34831",3951,2007,8426
"34832",3951,2008,8507
"34833",3951,2009,8630
"34834",3951,2010,8753
"34835",3951,2011,8921
"34836",3951,2012,9020
"34837",3951,2013,9120
"34838",3951,2014,9193
"34839",3951,2015,9271
"34840",3951,2016,9359
"34841",3953,1991,9730
"34842",3953,1992,9759
"34843",3953,1993,9730
"34844",3953,1994,9720
"34845",3953,1995,9697
"34846",3953,1996,9689
"34847",3953,1997,9728
"34848",3953,1998,9765
"34849",3953,1999,9771
"34850",3953,2000,9768
"34851",3953,2001,9787
"34852",3953,2002,9800
"34853",3953,2003,9905
"34854",3953,2004,9949
"34855",3953,2005,10022
"34856",3953,2006,10025
"34857",3953,2007,10113
"34858",3953,2008,10235
"34859",3953,2009,10389
"34860",3953,2010,10532
"34861",3953,2011,10674
"34862",3953,2012,10831
"34863",3953,2013,10935
"34864",3953,2014,11002
"34865",3953,2015,11073
"34866",3953,2016,11197
"34867",3954,1991,9734
"34868",3954,1992,9763
"34869",3954,1993,9734
"34870",3954,1994,9725
"34871",3954,1995,9702
"34872",3954,1996,9694
"34873",3954,1997,9733
"34874",3954,1998,9770
"34875",3954,1999,9775
"34876",3954,2000,9772
"34877",3954,2001,9791
"34878",3954,2002,9804
"34879",3954,2003,9909
"34880",3954,2004,9953
"34881",3954,2005,10026
"34882",3954,2006,10029
"34883",3954,2007,10118
"34884",3954,2008,10240
"34885",3954,2009,10393
"34886",3954,2010,10535
"34887",3954,2011,10678
"34888",3954,2012,10835
"34889",3954,2013,10939
"34890",3954,2014,11006
"34891",3954,2015,11077
"34892",3954,2016,11202
"34893",3956,1991,8434
"34894",3956,1992,8432
"34895",3956,1993,8413
"34896",3956,1994,8388
"34897",3956,1995,8369
"34898",3956,1996,8357
"34899",3956,1997,8358
"34900",3956,1998,8355
"34901",3956,1999,8353
"34902",3956,2000,8341
"34903",3956,2001,8332
"34904",3956,2002,8304
"34905",3956,2003,8266
"34906",3956,2004,8244
"34907",3956,2005,8241
"34908",3956,2006,8244
"34909",3956,2007,8249
"34910",3956,2008,8271
"34911",3956,2009,8298
"34912",3956,2010,8331
"34913",3956,2011,8362
"34914",3956,2012,8525
"34915",3956,2013,8659
"34916",3956,2014,8760
"34917",3956,2015,8866
"34918",3956,2016,8989
"34919",3957,1991,8380
"34920",3957,1992,8377
"34921",3957,1993,8358
"34922",3957,1994,8332
"34923",3957,1995,8313
"34924",3957,1996,8302
"34925",3957,1997,8301
"34926",3957,1998,8296
"34927",3957,1999,8294
"34928",3957,2000,8281
"34929",3957,2001,8272
"34930",3957,2002,8242
"34931",3957,2003,8198
"34932",3957,2004,8173
"34933",3957,2005,8167
"34934",3957,2006,8170
"34935",3957,2007,8172
"34936",3957,2008,8189
"34937",3957,2009,8211
"34938",3957,2010,8240
"34939",3957,2011,8266
"34940",3957,2012,8429
"34941",3957,2013,8564
"34942",3957,2014,8666
"34943",3957,2015,8774
"34944",3957,2016,8897
"34945",3958,1991,8380
"34946",3958,1992,8377
"34947",3958,1993,8358
"34948",3958,1994,8332
"34949",3958,1995,8313
"34950",3958,1996,8302
"34951",3958,1997,8301
